"text","rating","date","image_urls","product_url","scraped_at"
"Hàng chính hãng. Check thông tin rõ ràng. Hãng mall mà thấy đánh giá nhiều người nói hàng giả cũng hoang mang. Giao hàng nhanh","5","2025-10-23","https://lazvideo.lazcdn.com/psp/20251023/81bf5983-81ac-4a91-910d-dcbe94164607@@ld.mp4?auth_key=1776781395-0-0-839690b9ecd8b5c8f68f731bea8710a4|https://lzd-u.slatic.net/4c9ebb3e7de4460ca340832339c4cd06_3_1761198068.491674.jpg|https://lzd-u.slatic.net/4c9ebb3e7de4460ca340832339c4cd06_4_1761198080.959322.jpg","https://www.lazada.vn/products/pdp-i150498381-s158167954.html","2026-04-14T21:26:12.075635"
"Sản phẩm chính hãng với bao bì tốt., Rất khuyến khích cho trẻ từ 12-24 tháng tuổi.,","5","2 tuần trư","https://lazvideo.lazcdn.com/psp/20260331/c3f71a6b-c84e-4be1-82e6-e40778bc766d@@ld.mp4?auth_key=1776781395-0-0-5575298916ab63cffe74a9481f01730d|https://lzd-u.slatic.net/23b1883074fa4299a25905b92a81d5ae_1_1774921206.777080.jpg|https://lzd-u.slatic.net/23b1883074fa4299a25905b92a81d5ae_2_1774921216.335779.jpg","https://www.lazada.vn/products/pdp-i150498381-s158167954.html","2026-04-14T21:26:12.075696"
"Giúp hỗ trợ sự phát triển và tăng trưởng tổng thể., Sản phẩm chính hãng với bao bì tốt.,","5","6 ngày trư","https://lazvideo.lazcdn.com/psp/20260409/15869133-91be-48a2-bcf6-8d51fec7a027@@ld.mp4?auth_key=1776781395-0-0-22abd550be8da6a4b18fd0cb3104726a|https://lzd-u.slatic.net/a331d74b40af40f384f1e5da1a2331cc_c453e55424d743849fb3736a6106b649.jpg","https://www.lazada.vn/products/pdp-i150498381-s158167954.html","2026-04-14T21:26:12.075707"
"Rất khuyến khích cho trẻ từ 12-24 tháng tuổi., Em bé của tôi thích hương vị vani., Sản phẩm chính hãng với bao bì tốt., Công thức sữa tốt nhất cho bé của tôi.,","5","4 tuần trư","https://lazvideo.lazcdn.com/psp/20260317/b464dce8-9d73-42a2-818e-b4447d918669@@ld.mp4?auth_key=1776781395-0-0-b928e2fad19c651757d73f8fe0f2f1dc|https://lzd-u.slatic.net/78c1718f5ade4d599bee3d1fce144c62_4564c35e756a47e8a6bf9219cd79d29e.jpg","https://www.lazada.vn/products/pdp-i150498381-s158167954.html","2026-04-14T21:26:12.075716"
"Sản phẩm chính hãng với bao bì tốt., Giúp hỗ trợ sự phát triển và tăng trưởng tổng thể., Công thức sữa tốt nhất cho bé của tôi., Em bé của tôi thích hương vị vani., Công thức bột tiện lợi để chuẩn bị dễ dàng,","5","2026-03-11","https://lazvideo.lazcdn.com/psp/20260311/63bfe2c2-ce91-42e8-a6e7-c57cfb4cf9d1@@ld.mp4?auth_key=1776781395-0-0-de704303248a085375b85f0c1b1f6b26|https://lzd-u.slatic.net/cd55953c62944431980dfdd3ce6b19f6_1_1773199811.415403.jpg","https://www.lazada.vn/products/pdp-i150498381-s158167954.html","2026-04-14T21:26:12.075728"
"Công thức sữa tốt nhất cho bé của tôi., Sản phẩm chính hãng với bao bì tốt., Rất khuyến khích cho trẻ từ 12-24 tháng tuổi., Công thức bột tiện lợi để chuẩn bị dễ dàng, Giúp hỗ trợ sự phát triển và tăng trưởng tổng thể.,","5","2026-02-23","https://lazvideo.lazcdn.com/psp/20260223/fc604bf0-dbec-4b0b-8f60-fea35d470099@@ld.mp4?auth_key=1776781398-0-0-5ca0c4374d1edd3712453e56160996d1|https://lzd-u.slatic.net/8454a75dfa23425db2e90e32e84b4ee2_94228b0efa0d4141a0e4a1f6e8854b26.jpg","https://www.lazada.vn/products/pdp-i150498381-s158167954.html","2026-04-14T21:26:12.075744"
"Công thức bột tiện lợi để chuẩn bị dễ dàng, Công thức sữa tốt nhất cho bé của tôi., Giúp hỗ trợ sự phát triển và tăng trưởng tổng thể.,","5","2025-06-16","https://lazvideo.lazcdn.com/psp/20250616/1c166583-f8f2-4370-b651-b8f3e28beffe@@ld.mp4?auth_key=1776781398-0-0-ef8e933986508e10693789075065917c|https://lzd-u.slatic.net/5018fd7bc0fd48048c728a9cd3f74a47_181957eefe714a8585236112920f3650.jpg","https://www.lazada.vn/products/pdp-i150498381-s158167954.html","2026-04-14T21:26:12.075753"
"Công thức bột tiện lợi để chuẩn bị dễ dàng, Em bé của tôi thích hương vị vani., Sản phẩm chính hãng với bao bì tốt.,","5","2025-06-16","https://lazvideo.lazcdn.com/psp/20250616/11f46334-8878-4906-abbd-b35e983e6791@@ld.mp4?auth_key=1776781398-0-0-eb9ef04e71bd833dc8c90870dbe0120f|https://lzd-u.slatic.net/a28d0a7d264541bc9b548f56e31ebeaa_5_1750049729.431811.jpg","https://www.lazada.vn/products/pdp-i150498381-s158167954.html","2026-04-14T21:26:12.075762"
"Em bé của tôi thích hương vị vani., Rất khuyến khích cho trẻ từ 12-24 tháng tuổi., Cửa hàng thể thao Hoàng Linh Địa chỉ : 15A Lê Lợi, phường Vũng Tàu, TPHCM (địa chỉ cũ: 15A Lê Lợi, phường 1, TP Vũng Tàu.) Số zalo: 0933 983 586 Mở cửa: T2-T7: 08h00 - 12h00 , 14h00-21h00 CN : 08h00 - 12h00 , 14h00-17h00.","5","2026-02-02","https://lazvideo.lazcdn.com/psp/20260202/886e66bd-acbe-4846-8c07-5bfa521ff008@@ld.mp4?auth_key=1776781398-0-0-1409f54c590973388c9eecf28cd83590|https://lzd-u.slatic.net/e42ca59bd9eb400cb617c121f675a9b8_1_1770014246.556491.jpg","https://www.lazada.vn/products/pdp-i150498381-s158167954.html","2026-04-14T21:26:12.075776"
"Sản phẩm chính hãng với bao bì tốt., Giúp hỗ trợ sự phát triển và tăng trưởng tổng thể.,","5","2026-02-13","https://lazvideo.lazcdn.com/psp/20260213/689bf7ca-f0bf-499e-a70a-e6f5df3eea96@@ld.mp4?auth_key=1776781398-0-0-152effcb1145baaf9196b0a9965c9681|https://lzd-u.slatic.net/05ba69df61bf42e79ff343f5548cc71a_a82949c296604a398d06751a859eac53.jpg","https://www.lazada.vn/products/pdp-i150498381-s158167954.html","2026-04-14T21:26:12.075783"
"Em bé của tôi thích hương vị vani., Công thức bột tiện lợi để chuẩn bị dễ dàng, Sản phẩm chính hãng với bao bì tốt.,","5","2025-06-15","https://lazvideo.lazcdn.com/psp/20250615/79136012-9b6f-4b53-b145-1644ae4e48c8@@sd.mp4?auth_key=1776781400-0-0-0b4f0888c7dbe531ac9b9aef644b6f11|https://lzd-u.slatic.net/33eb45ae67b64ebc9863e031724484e6_a7e9c3ec95e1403098c9845571d6827a.jpg","https://www.lazada.vn/products/pdp-i150498381-s158167954.html","2026-04-14T21:26:12.075793"
"Công thức bột tiện lợi để chuẩn bị dễ dàng, Công thức bột tiện lợi để chuẩn bị dễ dàng, Công thức sữa tốt nhất cho bé của tôi., Giúp hỗ trợ sự phát triển và tăng trưởng tổng thể., Sản phẩm chính hãng với bao bì tốt., Sản phẩm chính hãng với bao bì tốt., Giúp hỗ trợ sự phát triển và tăng trưởng tổng thể., Công thức sữa tốt nhất cho bé của tôi., Sản phẩm chính hãng với bao bì tốt.,","5","2025-06-05","https://lazvideo.lazcdn.com/psp/20250605/9ebb3a31-6e62-417f-a5bc-5e5ec045c2e9@@ld.mp4?auth_key=1776781400-0-0-6a79e90255c09a88d35d23f8854fad05|https://lzd-u.slatic.net/a1544606a61b40f5b90154423fd21eb2_10_1749118040.783815.jpg|https://lzd-u.slatic.net/a1544606a61b40f5b90154423fd21eb2_11_1749118040.793630.jpg|https://lzd-u.slatic.net/a1544606a61b40f5b90154423fd21eb2_12_1749118040.869132.jpg|https://lzd-u.slatic.net/a1544606a61b40f5b90154423fd21eb2_13_1749118041.199125.jpg|https://lzd-u.slatic.net/a1544606a61b40f5b90154423fd21eb2_14_1749118041.495606.jpg","https://www.lazada.vn/products/pdp-i150498381-s158167954.html","2026-04-14T21:26:12.075808"
"Giúp hỗ trợ sự phát triển và tăng trưởng tổng thể., Công thức bột tiện lợi để chuẩn bị dễ dàng,","5","2025-06-11","https://lazvideo.lazcdn.com/psp/20250611/8c82b33d-9040-4092-b7eb-60c2d86a383f@@ld.mp4?auth_key=1776781400-0-0-9ad0c81fa7081e81c57c1f253bb253bf|https://lzd-u.slatic.net/75031f1ed9ea43cc9efb1a8368154dc1_4_1749633662.774240.jpg","https://www.lazada.vn/products/pdp-i150498381-s158167954.html","2026-04-14T21:26:12.075818"
"Em bé của tôi thích hương vị vani., Rất khuyến khích cho trẻ từ 12-24 tháng tuổi.,","5","2026-02-06","https://lazvideo.lazcdn.com/psp/20260206/d976cc69-349b-4d78-9f95-724ae78c8e24@@sd.mp4?auth_key=1776781400-0-0-3aab8f8f372815a4c28b6bfec3d9af3c|https://lzd-u.slatic.net/51324242637e49129fe9ddbbe2095601_f1b22685bc434db9bb2c63c7dfc0b76e.jpg","https://www.lazada.vn/products/pdp-i150498381-s158167954.html","2026-04-14T21:26:12.075824"
"Công thức sữa tốt nhất cho bé của tôi. Sản phẩm chính hãng với bao bì tốt. Em bé của tôi thích hương vị vani. date mới, shop đóng gói cẩn thận và gửi hàng đi rất nhanh.","5","2026-01-11","https://lazvideo.lazcdn.com/psp/20260111/4c209d37-2ce7-406d-b1a9-17c8602634fb@@ld.mp4?auth_key=1776781400-0-0-2ed373cff11adfe7e9ffbe65c43b98cf|https://lzd-u.slatic.net/27f10374106b44d68054460eadb182ad_8ae33794f7ce43b1ad83aa16a5a102d5.jpg|https://lzd-u.slatic.net/27f10374106b44d68054460eadb182ad_24cb989111a54d54a5f78859dfd88ae9.jpg","https://www.lazada.vn/products/pdp-i150498381-s158167954.html","2026-04-14T21:26:12.075834"
"mình thấy khá Thơm như kiểu kem cheese.","5","2025-12-31","https://lazvideo.lazcdn.com/psp/20251231/3418490f-3f03-46af-a05e-05e4b4408e91@@ld.mp4?auth_key=1776781401-0-0-bcc899b574b410cc8f4490f006d1b985|https://lzd-u.slatic.net/59ca3e8277684f20a5d1f0a423cf1fbf_d1ffbaead6404cdb9b27e6f116845e5a.jpg|https://lzd-u.slatic.net/f5f52a4a62aa4f0c84d3ce9ea46c8d9b_6ea6d6a8fd1f4ae58981918e224a4b4b.jpg|https://lzd-u.slatic.net/59ca3e8277684f20a5d1f0a423cf1fbf_3fda68f8268f403db36e1c5009259abc.jpg","https://www.lazada.vn/products/pdp-i150498381-s158167954.html","2026-04-14T21:26:12.075842"
