"text","rating","date","image_urls","product_url","scraped_at"
"Điện thoại tôi không để chế độ tiết kiệm pin hay chế độ gì khác, nhưng khi sạc pin tới dung lượng trên 80% là không sạc được nữa","5","2026-04-04","","https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-10000mah-type-c-15w-ava-ds608a","2026-04-15T05:23:40.671898"
"Hàng rất tệ dùng được 2 3 lần là nó k dùng đc nữa đem ra cửa hàng thì chỉ đổi mới không có cách khắc phục đổi 2 lần rồi riết quạo","5","","","https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-10000mah-type-c-15w-ava-ds608a","2026-04-15T05:23:40.672085"
"sạc dự phòng được tặng khi mua điện thoại có được bảo hành không ạ","5","2025-11-20","","https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-10000mah-type-c-15w-ava-ds608a","2026-04-15T05:23:40.672176"
"Sao sạc dự phòng sạc 8 9 tiếng rồi mà vẫn không đầy pin vậy","5","","","https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-10000mah-type-c-15w-ava-ds608a","2026-04-15T05:23:40.672268"
"Sạc nhanh hết pin hơn ava hồng nếu được đổi mua ch được 2 tháng đổi dc thì tốt bt mấy","5","2025-05-14","","https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-10000mah-type-c-15w-ava-ds608a","2026-04-15T05:23:40.672355"
"Mua được 3 tháng giờ cắm sạc còn ko vào điện","5","","https://cdnv2.tgdd.vn/webmwg/comment/d2/ed/d2edc5aa2544a6e6b7e7a094c60a1e44.jpg|https://cdnv2.tgdd.vn/webmwg/comment/24/8b/248b5fa7ae49c9afd1c6fc18195cc120.jpg|https://cdnv2.tgdd.vn/webmwg/comment/cc/b6/ccb6761bd5460c00e4ff6c14fcc5648d.jpg","https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-10000mah-type-c-15w-ava-ds608a","2026-04-15T05:23:40.672468"
"Cho e hỏi . Loại này kh đi kèm theo dây sạc pin hả a . S e mua lại k có nhỉ","5","2024-12-20","","https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-10000mah-type-c-15w-ava-ds608a","2026-04-15T05:23:40.672556"
"Trên wed để 10 giờ đóng cửa , 9 h lại mấy cha bảo vệ đuổi về kêu mai lại , đặt hàng thanh toán r lại lấy thôi , bảo vệ thì kêu nhân viên về hết r , vô thì vẫn còn người , bực cả mình lần này thôi nhé ko có lần sau đâu","5","2024-10-31","","https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-10000mah-type-c-15w-ava-ds608a","2026-04-15T05:23:40.672662"
"mua từ tháng 28/4. đi công việc 3 tháng về hết sạc được. có được hỗ trợ đổi không shop mình ơi","5","2024-10-14","","https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-10000mah-type-c-15w-ava-ds608a","2026-04-15T05:23:40.672749"
"Sài được 3 tháng sạc không vô","5","","","https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-10000mah-type-c-15w-ava-ds608a","2026-04-15T05:23:40.672850"
